"Name","Year","State"
"Helene",1926.0,"NJ"
"Christina",1926.0,"NJ"
"Verna",1926.0,"NJ"
"Nellie",1926.0,"NJ"
"Aileen",1926.0,"NJ"
"Beulah",1926.0,"NJ"
"Priscilla",1926.0,"NJ"
"Yvonne",1926.0,"NJ"
"Emilia",1926.0,"NJ"
"Marietta",1926.0,"NJ"
"Alicia",1926.0,"NJ"
"Augusta",1926.0,"NJ"
"Elena",1926.0,"NJ"
"Iona",1926.0,"NJ"
"Joann",1926.0,"NJ"
"Margot",1926.0,"NJ"
"Doris",1927.0,"NJ"
"Betty",1927.0,"NJ"
"Dolores",1927.0,"NJ"
"Lois",1927.0,"NJ"
"June",1927.0,"NJ"
"Elaine",1927.0,"NJ"
"Elsie",1927.0,"NJ"
"Loretta",1927.0,"NJ"
"Winifred",1927.0,"NJ"
"Wilma",1927.0,"NJ"
"Maryann",1927.0,"NJ"
"Myra",1927.0,"NJ"
"Aileen",1927.0,"NJ"
"Annamae",1927.0,"NJ"
"Millicent",1927.0,"NJ"
"Corrine",1927.0,"NJ"
"Rosetta",1927.0,"NJ"
"Augusta",1927.0,"NJ"
"Lula",1927.0,"NJ"
"Lulu",1927.0,"NJ"
"Cecile",1927.0,"NJ"
"Freida",1927.0,"NJ"
"Mathilda",1927.0,"NJ"
"Patricia",1928.0,"NJ"
"Martha",1928.0,"NJ"
"Emma",1928.0,"NJ"
"Jeanette",1928.0,"NJ"
"Jacqueline",1928.0,"NJ"
"Genevieve",1928.0,"NJ"
"Stella",1928.0,"NJ"
"Sylvia",1928.0,"NJ"
"Winifred",1928.0,"NJ"
"Mabel",1928.0,"NJ"
"Dora",1928.0,"NJ"
"Angeline",1928.0,"NJ"
"Madelyn",1928.0,"NJ"
"Rosalind",1928.0,"NJ"
"Catharine",1928.0,"NJ"
"Rosina",1928.0,"NJ"
"Annamae",1928.0,"NJ"
"Jacquelyn",1928.0,"NJ"
"Luella",1928.0,"NJ"
"Colleen",1928.0,"NJ"
"Velma",1928.0,"NJ"
"Mary",1929.0,"NJ"
"Doris",1929.0,"NJ"
"Jean",1929.0,"NJ"
"Madeline",1929.0,"NJ"
"Kathryn",1929.0,"NJ"
"Marguerite",1929.0,"NJ"
"Christine",1929.0,"NJ"
"Daisy",1929.0,"NJ"
"Lenora",1929.0,"NJ"
"Harriett",1929.0,"NJ"
"Donna",1929.0,"NJ"
"Laurel",1929.0,"NJ"
"Merle",1929.0,"NJ"
"Alva",1929.0,"NJ"
"Vita",1929.0,"NJ"
"Rose",1930.0,"NJ"
"Geraldine",1930.0,"NJ"
"Clara",1930.0,"NJ"
"Muriel",1930.0,"NJ"
"Regina",1930.0,"NJ"
"Hazel",1930.0,"NJ"
"Juanita",1930.0,"NJ"
"Mabel",1930.0,"NJ"
"Johanna",1930.0,"NJ"
"Fannie",1930.0,"NJ"
"Dora",1930.0,"NJ"
"Carole",1930.0,"NJ"
"Cora",1930.0,"NJ"
"Isabella",1930.0,"NJ"
"Elsa",1930.0,"NJ"
"Anthony",1930.0,"NJ"
"Deborah",1930.0,"NJ"
"Claudia",1930.0,"NJ"
"Daisy",1930.0,"NJ"
"Edwina",1930.0,"NJ"
"Rosetta",1930.0,"NJ"
"Phyllis",1931.0,"NJ"
"Rita",1931.0,"NJ"
"Thelma",1931.0,"NJ"
"Caroline",1931.0,"NJ"
"Maureen",1931.0,"NJ"
"Irma",1931.0,"NJ"
"Naomi",1931.0,"NJ"
"Ruby",1931.0,"NJ"
"Lenora",1931.0,"NJ"
"Lillie",1931.0,"NJ"
"Nellie",1931.0,"NJ"
"Daisy",1931.0,"NJ"
"Caryl",1931.0,"NJ"
"Erna",1931.0,"NJ"
"Felicia",1931.0,"NJ"
"Frances",1932.0,"NJ"
"Claire",1932.0,"NJ"
"Anita",1932.0,"NJ"
"Helene",1932.0,"NJ"
"Estelle",1932.0,"NJ"
"Clare",1932.0,"NJ"
"Marianne",1932.0,"NJ"
"Paula",1932.0,"NJ"
"Christina",1932.0,"NJ"
"Arline",1932.0,"NJ"
"Adrienne",1932.0,"NJ"
"Betsy",1932.0,"NJ"
"Frieda",1932.0,"NJ"
"George",1932.0,"NJ"
"Elda",1932.0,"NJ"
"Goldie",1932.0,"NJ"
"Ruth",1933.0,"NJ"
"Geraldine",1933.0,"NJ"
"Jeanette",1933.0,"NJ"
"Sandra",1933.0,"NJ"
"Vivian",1933.0,"NJ"
"Pauline",1933.0,"NJ"
"Angelina",1933.0,"NJ"
"Stella",1933.0,"NJ"
"Veronica",1933.0,"NJ"
"Adrienne",1933.0,"NJ"
"Naomi",1933.0,"NJ"
"Wanda",1933.0,"NJ"
"Linda",1933.0,"NJ"
"May",1933.0,"NJ"
"Selma",1933.0,"NJ"
"Stephanie",1933.0,"NJ"
"Marion",1934.0,"NJ"
"Martha",1934.0,"NJ"
"Roberta",1934.0,"NJ"
"Jeannette",1934.0,"NJ"
"Vera",1934.0,"NJ"
"Priscilla",1934.0,"NJ"
"Cecelia",1934.0,"NJ"
"Sonia",1934.0,"NJ"
"Wanda",1934.0,"NJ"
"Cornelia",1934.0,"NJ"
"Dawn",1934.0,"NJ"
"Ernestine",1934.0,"NJ"
"Monica",1934.0,"NJ"
"Phoebe",1934.0,"NJ"
"Annamay",1934.0,"NJ"
"Carmel",1934.0,"NJ"
"Antonia",1934.0,"NJ"
"Faye",1934.0,"NJ"
"Jane",1935.0,"NJ"
"Phyllis",1935.0,"NJ"
"Lillian",1935.0,"NJ"
"Laura",1935.0,"NJ"
"Joann",1935.0,"NJ"
"Bette",1935.0,"NJ"
"Mae",1935.0,"NJ"
"Irma",1935.0,"NJ"
"Sondra",1935.0,"NJ"
"Marcella",1935.0,"NJ"
"Henrietta",1935.0,"NJ"
"Corinne",1935.0,"NJ"
"Georgia",1935.0,"NJ"
"Molly",1935.0,"NJ"
"Maryellen",1935.0,"NJ"
"Annamae",1935.0,"NJ"
"Deloris",1935.0,"NJ"
"Emilie",1935.0,"NJ"
"Maryanne",1935.0,"NJ"
"Joan",1936.0,"NJ"
"Helen",1936.0,"NJ"
"Kathleen",1936.0,"NJ"
"Agnes",1936.0,"NJ"
"Emily",1936.0,"NJ"
"Marguerite",1936.0,"NJ"
"Leona",1936.0,"NJ"
"Hazel",1936.0,"NJ"
"Muriel",1936.0,"NJ"
"Joann",1936.0,"NJ"
"Rachel",1936.0,"NJ"
"Leslie",1936.0,"NJ"
"Clare",1936.0,"NJ"
"Sonia",1936.0,"NJ"
"Therese",1936.0,"NJ"
"Millicent",1936.0,"NJ"
"Theodora",1936.0,"NJ"
"Marylin",1936.0,"NJ"
"Rose",1937.0,"NJ"
"Josephine",1937.0,"NJ"
"Gertrude",1937.0,"NJ"
"Joann",1937.0,"NJ"
"Miriam",1937.0,"NJ"
"Muriel",1937.0,"NJ"
"Stella",1937.0,"NJ"
"Myra",1937.0,"NJ"
"Rachel",1937.0,"NJ"
"Charlene",1937.0,"NJ"
"Olga",1937.0,"NJ"
"Winifred",1937.0,"NJ"
"Wanda",1937.0,"NJ"
"Matilda",1937.0,"NJ"
"Renee",1937.0,"NJ"
"Della",1937.0,"NJ"
"Elayne",1937.0,"NJ"
"Erma",1937.0,"NJ"
"Pamela",1937.0,"NJ"
"Cora",1937.0,"NJ"
"Bernardine",1937.0,"NJ"
"Gretchen",1937.0,"NJ"
"Madeleine",1937.0,"NJ"
"Roslyn",1937.0,"NJ"
"Janet",1938.0,"NJ"
"Ruth",1938.0,"NJ"
"Ellen",1938.0,"NJ"
"Laura",1938.0,"NJ"
"Delores",1938.0,"NJ"
"Christine",1938.0,"NJ"
"Connie",1938.0,"NJ"
"Leona",1938.0,"NJ"
"Lucy",1938.0,"NJ"
"Cecilia",1938.0,"NJ"
"Irma",1938.0,"NJ"
"Nora",1938.0,"NJ"
"Viola",1938.0,"NJ"
"Ruthann",1938.0,"NJ"
"James",1938.0,"NJ"
"Merle",1938.0,"NJ"
"Rona",1938.0,"NJ"
"Bernadine",1938.0,"NJ"
"Lisa",1938.0,"NJ"
"Marilynn",1938.0,"NJ"
"Mary",1939.0,"NJ"
"Joan",1939.0,"NJ"
"Claire",1939.0,"NJ"
"Diana",1939.0,"NJ"
"Jo",1939.0,"NJ"
"Marylou",1939.0,"NJ"
"Iris",1939.0,"NJ"
"Dawn",1939.0,"NJ"
"Gayle",1939.0,"NJ"
"Cora",1939.0,"NJ"
"Ernestine",1939.0,"NJ"
"Maryanne",1939.0,"NJ"
"Cornelia",1939.0,"NJ"
"Hannah",1939.0,"NJ"
"Lynda",1939.0,"NJ"
"Sadie",1939.0,"NJ"
"Gwen",1939.0,"NJ"
"Jackie",1939.0,"NJ"
"Thomasina",1939.0,"NJ"
"Sandra",1940.0,"NJ"
"Lucille",1940.0,"NJ"
"Suzanne",1940.0,"NJ"
"Sarah",1940.0,"NJ"
"Annette",1940.0,"NJ"
"Marian",1940.0,"NJ"
"Yvonne",1940.0,"NJ"
"Agnes",1940.0,"NJ"
"Joy",1940.0,"NJ"
"Lydia",1940.0,"NJ"
"Wanda",1940.0,"NJ"
"Violet",1940.0,"NJ"
"Lee",1940.0,"NJ"
"Adelaide",1940.0,"NJ"
"Rachel",1940.0,"NJ"
"Alyce",1940.0,"NJ"
"Beryl",1940.0,"NJ"
"Fay",1940.0,"NJ"
"Ruthanne",1940.0,"NJ"
"Fern",1940.0,"NJ"
"Virginia",1941.0,"NJ"
"Marilyn",1941.0,"NJ"
"Arlene",1941.0,"NJ"
"Phyllis",1941.0,"NJ"
"Edna",1941.0,"NJ"
"Sarah",1941.0,"NJ"
"Agnes",1941.0,"NJ"
"Deborah",1941.0,"NJ"
"Pat",1941.0,"NJ"
"Thelma",1941.0,"NJ"
"Hazel",1941.0,"NJ"
"Gwendolyn",1941.0,"NJ"
"Isabelle",1941.0,"NJ"
"Lynda",1941.0,"NJ"
"Ada",1941.0,"NJ"
"Denise",1941.0,"NJ"
"Doreen",1941.0,"NJ"
"Justine",1941.0,"NJ"
"Hannah",1941.0,"NJ"
"Felicia",1941.0,"NJ"
"Margot",1941.0,"NJ"
"Robert",1941.0,"NJ"
"Rosetta",1941.0,"NJ"
"Jessica",1941.0,"NJ"
"Peggie",1941.0,"NJ"
"Willie",1941.0,"NJ"
"Ruth",1942.0,"NJ"
"Joanne",1942.0,"NJ"
"Charlotte",1942.0,"NJ"
"Angela",1942.0,"NJ"
"Martha",1942.0,"NJ"
"Caroline",1942.0,"NJ"
"Sarah",1942.0,"NJ"
"Elsie",1942.0,"NJ"
"Claudia",1942.0,"NJ"
"Amelia",1942.0,"NJ"
"Stella",1942.0,"NJ"
"Jerilyn",1942.0,"NJ"
"Doreen",1942.0,"NJ"
"Elinor",1942.0,"NJ"
"Rosetta",1942.0,"NJ"
"Ina",1942.0,"NJ"
"Sonia",1942.0,"NJ"
"Rena",1942.0,"NJ"
"Georgeann",1942.0,"NJ"
"Gilda",1942.0,"NJ"
"Louella",1942.0,"NJ"
"Lucinda",1942.0,"NJ"
"Dorothy",1943.0,"NJ"
"Sharon",1943.0,"NJ"
"Janice",1943.0,"NJ"
"Roberta",1943.0,"NJ"
"Marjorie",1943.0,"NJ"
"Marion",1943.0,"NJ"
"Valerie",1943.0,"NJ"
"Jeanette",1943.0,"NJ"
"Lucy",1943.0,"NJ"
"Gayle",1943.0,"NJ"
"Jacquelyn",1943.0,"NJ"
"Miriam",1943.0,"NJ"
"Noreen",1943.0,"NJ"
"Penny",1943.0,"NJ"
"Hazel",1943.0,"NJ"
"Deanna",1943.0,"NJ"
"Marcella",1943.0,"NJ"
"Hannah",1943.0,"NJ"
"Meredith",1943.0,"NJ"
"Jan",1943.0,"NJ"
"Loraine",1943.0,"NJ"
"Judie",1943.0,"NJ"
"Ruby",1943.0,"NJ"
"Diann",1943.0,"NJ"
"Alexis",1943.0,"NJ"
"Delia",1943.0,"NJ"
"Freda",1943.0,"NJ"
"Janette",1943.0,"NJ"
"Joellen",1943.0,"NJ"
"Lillie",1943.0,"NJ"
"Sherrill",1943.0,"NJ"
"Sandra",1944.0,"NJ"
"Marilyn",1944.0,"NJ"
"Jacqueline",1944.0,"NJ"
"Brenda",1944.0,"NJ"
"Dianne",1944.0,"NJ"
"Christina",1944.0,"NJ"
"Gayle",1944.0,"NJ"
"Noreen",1944.0,"NJ"
"Rebecca",1944.0,"NJ"
"Vicki",1944.0,"NJ"
"Gale",1944.0,"NJ"
"Verna",1944.0,"NJ"
"Fay",1944.0,"NJ"
"Georgianna",1944.0,"NJ"
"Carla",1944.0,"NJ"
"Melinda",1944.0,"NJ"
"Theodora",1944.0,"NJ"
"Madeleine",1944.0,"NJ"
"Minnie",1944.0,"NJ"
"Isabella",1944.0,"NJ"
"Lucretia",1944.0,"NJ"
"Marjory",1944.0,"NJ"
"Nellie",1944.0,"NJ"
"Suzan",1944.0,"NJ"
"Velma",1944.0,"NJ"
"Phyllis",1945.0,"NJ"
"Ann",1945.0,"NJ"
"Joann",1945.0,"NJ"
"Beverly",1945.0,"NJ"
"Claire",1945.0,"NJ"
"Edna",1945.0,"NJ"
"Helene",1945.0,"NJ"
"Elsie",1945.0,"NJ"
"Betsy",1945.0,"NJ"
"Hazel",1945.0,"NJ"
"Wilma",1945.0,"NJ"
"Holly",1945.0,"NJ"
"Janis",1945.0,"NJ"
"Natalie",1945.0,"NJ"
"Annie",1945.0,"NJ"
"Karin",1945.0,"NJ"
"Violet",1945.0,"NJ"
"Enid",1945.0,"NJ"
"Rochelle",1945.0,"NJ"
"Annemarie",1945.0,"NJ"
"Eve",1945.0,"NJ"
"Frieda",1945.0,"NJ"
"Mariann",1945.0,"NJ"
"Susanna",1945.0,"NJ"
"Alexandra",1945.0,"NJ"
"Marietta",1945.0,"NJ"
"Corine",1945.0,"NJ"
"Hattie",1945.0,"NJ"
"Pam",1945.0,"NJ"
"Velma",1945.0,"NJ"
"Diane",1946.0,"NJ"
"Frances",1946.0,"NJ"
"Louise",1946.0,"NJ"
"Martha",1946.0,"NJ"
"Marlene",1946.0,"NJ"
"Julie",1946.0,"NJ"
"Carla",1946.0,"NJ"
"Monica",1946.0,"NJ"
"Sheryl",1946.0,"NJ"
"Carmela",1946.0,"NJ"
"Jayne",1946.0,"NJ"
"Muriel",1946.0,"NJ"
"Myra",1946.0,"NJ"
"John",1946.0,"NJ"
"Rochelle",1946.0,"NJ"
"Elayne",1946.0,"NJ"
"Elena",1946.0,"NJ"
"Richard",1946.0,"NJ"
"Patrica",1946.0,"NJ"
"Dixie",1946.0,"NJ"
"Willie",1946.0,"NJ"
"Patricia",1947.0,"NJ"
"Sharon",1947.0,"NJ"
"Arlene",1947.0,"NJ"
"Marlene",1947.0,"NJ"
"Florence",1947.0,"NJ"
"Audrey",1947.0,"NJ"
"Sue",1947.0,"NJ"
"Bernice",1947.0,"NJ"
"Sherry",1947.0,"NJ"
"Claudia",1947.0,"NJ"
"Edna",1947.0,"NJ"
"Arleen",1947.0,"NJ"
"Clara",1947.0,"NJ"
"Wanda",1947.0,"NJ"
"Adrienne",1947.0,"NJ"
"Judi",1947.0,"NJ"
"Penelope",1947.0,"NJ"
"Saundra",1947.0,"NJ"
"Joanna",1947.0,"NJ"
"Madelyn",1947.0,"NJ"
"Annmarie",1947.0,"NJ"
"Marilynn",1947.0,"NJ"
"Marva",1947.0,"NJ"
"Elinor",1947.0,"NJ"
"Lora",1947.0,"NJ"
"Elayne",1947.0,"NJ"
"Georgianna",1947.0,"NJ"
"Richard",1947.0,"NJ"
"Harriett",1947.0,"NJ"
"Noelle",1947.0,"NJ"
"Tanya",1947.0,"NJ"
"Carolyn",1948.0,"NJ"
"Frances",1948.0,"NJ"
"Alice",1948.0,"NJ"
"Kathy",1948.0,"NJ"
"Angela",1948.0,"NJ"
"Madeline",1948.0,"NJ"
"Bette",1948.0,"NJ"
"Esther",1948.0,"NJ"
"Melanie",1948.0,"NJ"
"Carla",1948.0,"NJ"
"Penelope",1948.0,"NJ"
"Marilynn",1948.0,"NJ"
"Eloise",1948.0,"NJ"
"Lana",1948.0,"NJ"
"Gilda",1948.0,"NJ"
"Lesley",1948.0,"NJ"
"Blanche",1948.0,"NJ"
"Edwina",1948.0,"NJ"
"Bridget",1948.0,"NJ"
"Richard",1948.0,"NJ"
"Madonna",1948.0,"NJ"
"Sueann",1948.0,"NJ"
"Wilhelmina",1948.0,"NJ"
"Christine",1949.0,"NJ"
"Dorothy",1949.0,"NJ"
"Ruth",1949.0,"NJ"
"Brenda",1949.0,"NJ"
"Terry",1949.0,"NJ"
"Candace",1949.0,"NJ"
"Antoinette",1949.0,"NJ"
"Bernice",1949.0,"NJ"
"Laverne",1949.0,"NJ"
"Candice",1949.0,"NJ"
"Arleen",1949.0,"NJ"
"Concetta",1949.0,"NJ"
"Alexis",1949.0,"NJ"
"Hazel",1949.0,"NJ"
"Fay",1949.0,"NJ"
"Gwen",1949.0,"NJ"
"Mae",1949.0,"NJ"
"Marybeth",1949.0,"NJ"
"Claudette",1949.0,"NJ"
"Rona",1949.0,"NJ"
"Laraine",1949.0,"NJ"
"Ronni",1949.0,"NJ"
"Gaye",1949.0,"NJ"
"Jamie",1949.0,"NJ"
"Mollie",1949.0,"NJ"
"Nancy",1950.0,"NJ"
"Arlene",1950.0,"NJ"
"Geraldine",1950.0,"NJ"
"Robin",1950.0,"NJ"
"Sherry",1950.0,"NJ"
"Marion",1950.0,"NJ"
"Shelley",1950.0,"NJ"
"Lee",1950.0,"NJ"
"Penelope",1950.0,"NJ"
"Carla",1950.0,"NJ"
"Maxine",1950.0,"NJ"
"Faith",1950.0,"NJ"
"Laverne",1950.0,"NJ"
"Jessica",1950.0,"NJ"
"Dorothea",1950.0,"NJ"
"Eloise",1950.0,"NJ"
"Rachel",1950.0,"NJ"
"Maryjane",1950.0,"NJ"
"Pearl",1950.0,"NJ"
"Sondra",1950.0,"NJ"
"Felicia",1950.0,"NJ"
"Elise",1950.0,"NJ"
"Gemma",1950.0,"NJ"
"Jeannine",1950.0,"NJ"
"Roni",1950.0,"NJ"
"Aurora",1950.0,"NJ"
"Georgene",1950.0,"NJ"
"Kerry",1950.0,"NJ"
"Libby",1950.0,"NJ"
"Marita",1950.0,"NJ"
"Michael",1950.0,"NJ"
"Marilyn",1951.0,"NJ"
"Alice",1951.0,"NJ"
"Colleen",1951.0,"NJ"
"Toni",1951.0,"NJ"
"Gale",1951.0,"NJ"
"Roseann",1951.0,"NJ"
"Marian",1951.0,"NJ"
"Cathleen",1951.0,"NJ"
"Emily",1951.0,"NJ"
"Carla",1951.0,"NJ"
"Cecelia",1951.0,"NJ"
"Allison",1951.0,"NJ"
"Genevieve",1951.0,"NJ"
"Diann",1951.0,"NJ"
"Laverne",1951.0,"NJ"
"Henrietta",1951.0,"NJ"
"Janie",1951.0,"NJ"
"Ruthann",1951.0,"NJ"
"Ada",1951.0,"NJ"
"Carmela",1951.0,"NJ"
"Cathryn",1951.0,"NJ"
"Joellen",1951.0,"NJ"
"Margot",1951.0,"NJ"
"Elayne",1951.0,"NJ"
"Laureen",1951.0,"NJ"
"Debra",1952.0,"NJ"
"Paula",1952.0,"NJ"
"Kathy",1952.0,"NJ"
"Sheila",1952.0,"NJ"
"Marjorie",1952.0,"NJ"
"Vicki",1952.0,"NJ"
"Marguerite",1952.0,"NJ"
"Norma",1952.0,"NJ"
"Jacquelyn",1952.0,"NJ"
"Terri",1952.0,"NJ"
"Melissa",1952.0,"NJ"
"Gretchen",1952.0,"NJ"
"Susanna",1952.0,"NJ"
"Flora",1952.0,"NJ"
"Della",1952.0,"NJ"
"Ingrid",1952.0,"NJ"
"Merry",1952.0,"NJ"
"Nanci",1952.0,"NJ"
"Gwen",1952.0,"NJ"
"Susie",1952.0,"NJ"
"Teri",1952.0,"NJ"
"Diane",1953.0,"NJ"
"Beverly",1953.0,"NJ"
"Judy",1953.0,"NJ"
"Laurie",1953.0,"NJ"
"Jan",1953.0,"NJ"
"Candace",1953.0,"NJ"
"Ramona",1953.0,"NJ"
"Terri",1953.0,"NJ"
"Cecilia",1953.0,"NJ"
"Sherri",1953.0,"NJ"
"Bonita",1953.0,"NJ"
"Nanette",1953.0,"NJ"
"Rhoda",1953.0,"NJ"
"Thelma",1953.0,"NJ"
"Janie",1953.0,"NJ"
"Deidre",1953.0,"NJ"
"Olivia",1953.0,"NJ"
"Elyse",1953.0,"NJ"
"Angelina",1953.0,"NJ"
"Marcie",1953.0,"NJ"
"Nan",1953.0,"NJ"
"Henrietta",1953.0,"NJ"
"Robert",1953.0,"NJ"
"Sophie",1953.0,"NJ"
"Cheri",1953.0,"NJ"
"Jodi",1953.0,"NJ"
"Mabel",1953.0,"NJ"
"Nancie",1953.0,"NJ"
"Francesca",1953.0,"NJ"
"Lavinia",1953.0,"NJ"
"Mercedes",1953.0,"NJ"
"Mary",1954.0,"NJ"
"Susan",1954.0,"NJ"
"Rose",1954.0,"NJ"
"Wanda",1954.0,"NJ"
"Francine",1954.0,"NJ"
"Esther",1954.0,"NJ"
"Faith",1954.0,"NJ"
"Beatrice",1954.0,"NJ"
"Hope",1954.0,"NJ"
"Betsy",1954.0,"NJ"
"Leigh",1954.0,"NJ"
"Elena",1954.0,"NJ"
"Rosa",1954.0,"NJ"
"Lenora",1954.0,"NJ"
"Lorna",1954.0,"NJ"
"Fern",1954.0,"NJ"
"Glenda",1954.0,"NJ"
"Rosalind",1954.0,"NJ"
"Suzan",1954.0,"NJ"
"Tanya",1954.0,"NJ"
"Jeannine",1954.0,"NJ"
"Irma",1954.0,"NJ"
"Tonya",1954.0,"NJ"
"Elisabeth",1954.0,"NJ"
"Vicky",1954.0,"NJ"
"Claudette",1954.0,"NJ"
"Cora",1954.0,"NJ"
"Gary",1954.0,"NJ"
"Jacquelin",1954.0,"NJ"
"Patricia",1955.0,"NJ"
"Barbara",1955.0,"NJ"
"Diane",1955.0,"NJ"
"Janet",1955.0,"NJ"
"Lisa",1955.0,"NJ"
"Marie",1955.0,"NJ"
"Wendy",1955.0,"NJ"
"Beverly",1955.0,"NJ"
"Kathryn",1955.0,"NJ"
"Dolores",1955.0,"NJ"
"Doris",1955.0,"NJ"
"Jennifer",1955.0,"NJ"
"Peggy",1955.0,"NJ"
"Dianne",1955.0,"NJ"
"Marian",1955.0,"NJ"
"Monica",1955.0,"NJ"
"Jan",1955.0,"NJ"
"Beatrice",1955.0,"NJ"
"Emma",1955.0,"NJ"
"Jeryl",1955.0,"NJ"
"Gwen",1955.0,"NJ"
"Ilene",1955.0,"NJ"
"Elyse",1955.0,"NJ"
"Annie",1955.0,"NJ"
"Della",1955.0,"NJ"
"Hilda",1955.0,"NJ"
"Lorie",1955.0,"NJ"
"Concetta",1955.0,"NJ"
"Polly",1955.0,"NJ"
"Celestine",1955.0,"NJ"
"Cindi",1955.0,"NJ"
"Elinor",1955.0,"NJ"
"Kathe",1955.0,"NJ"
"Debra",1956.0,"NJ"
"Ann",1956.0,"NJ"
"Lorraine",1956.0,"NJ"
"Jacqueline",1956.0,"NJ"
"Paula",1956.0,"NJ"
"Charlotte",1956.0,"NJ"
"Roxanne",1956.0,"NJ"
"Juanita",1956.0,"NJ"
"Karin",1956.0,"NJ"
"Rachel",1956.0,"NJ"
"Hazel",1956.0,"NJ"
"Vicky",1956.0,"NJ"
"Patrica",1956.0,"NJ"
"Myrna",1956.0,"NJ"
"Terese",1956.0,"NJ"
"Carmel",1956.0,"NJ"
"Dorinda",1956.0,"NJ"
"Maribeth",1956.0,"NJ"
"Meg",1956.0,"NJ"
"Minnie",1956.0,"NJ"
"Robbin",1956.0,"NJ"
"Lisa",1957.0,"NJ"
"Kim",1957.0,"NJ"
"Laura",1957.0,"NJ"
"Jane",1957.0,"NJ"
"Elaine",1957.0,"NJ"
"Wanda",1957.0,"NJ"
"Patti",1957.0,"NJ"
"Connie",1957.0,"NJ"
"Jody",1957.0,"NJ"
"Norma",1957.0,"NJ"
"Patrice",1957.0,"NJ"
"Lucille",1957.0,"NJ"
"Madeline",1957.0,"NJ"
"Jamie",1957.0,"NJ"
"Nora",1957.0,"NJ"
"Pauline",1957.0,"NJ"
"Chris",1957.0,"NJ"
"Sonia",1957.0,"NJ"
"Lenore",1957.0,"NJ"
"Caren",1957.0,"NJ"
"Joanna",1957.0,"NJ"
"Sharlene",1957.0,"NJ"
"Pearl",1957.0,"NJ"
"Patrica",1957.0,"NJ"
"Suzan",1957.0,"NJ"
"Marietta",1957.0,"NJ"
"Sonja",1957.0,"NJ"
"Nereida",1957.0,"NJ"
"Bobbie",1957.0,"NJ"
"Geri",1957.0,"NJ"
"Leann",1957.0,"NJ"
"Louann",1957.0,"NJ"
"Willa",1957.0,"NJ"
"Caryl",1957.0,"NJ"
"Hollis",1957.0,"NJ"
"Lorelei",1957.0,"NJ"
"Minnie",1957.0,"NJ"
"Thomas",1957.0,"NJ"
"Karen",1958.0,"NJ"
"Christine",1958.0,"NJ"
"Lori",1958.0,"NJ"
"Jane",1958.0,"NJ"
"Shirley",1958.0,"NJ"
"Gloria",1958.0,"NJ"
"Martha",1958.0,"NJ"
"Julia",1958.0,"NJ"
"Geraldine",1958.0,"NJ"
"Betsy",1958.0,"NJ"
"Nadine",1958.0,"NJ"
"Dana",1958.0,"NJ"
"Pam",1958.0,"NJ"
"Caroline",1958.0,"NJ"
"Jan",1958.0,"NJ"
"Gayle",1958.0,"NJ"
"Jeannette",1958.0,"NJ"
"Deirdre",1958.0,"NJ"
"Amelia",1958.0,"NJ"
"Gertrude",1958.0,"NJ"
"Ada",1958.0,"NJ"
"Jocelyn",1958.0,"NJ"
"Lena",1958.0,"NJ"
"Viola",1958.0,"NJ"
"Gisele",1958.0,"NJ"
"Cyndi",1958.0,"NJ"
"John",1958.0,"NJ"
"Milagros",1958.0,"NJ"
"Emily",1959.0,"NJ"
"Kristine",1959.0,"NJ"
"Kristin",1959.0,"NJ"
"Ramona",1959.0,"NJ"
"Judi",1959.0,"NJ"
"Candace",1959.0,"NJ"
"Isabel",1959.0,"NJ"
"Carmella",1959.0,"NJ"
"Janette",1959.0,"NJ"
"Dina",1959.0,"NJ"
"Lorri",1959.0,"NJ"
"Madelyn",1959.0,"NJ"
"Alisa",1959.0,"NJ"
"William",1959.0,"NJ"
"Nellie",1959.0,"NJ"
"Mariellen",1959.0,"NJ"
"Darla",1959.0,"NJ"
"Merry",1959.0,"NJ"
"Michell",1959.0,"NJ"
"Alana",1959.0,"NJ"
"Antionette",1959.0,"NJ"
"Kathlene",1959.0,"NJ"
"Lina",1959.0,"NJ"
"Meghan",1959.0,"NJ"
"Debra",1960.0,"NJ"
"Cynthia",1960.0,"NJ"
"Michele",1960.0,"NJ"
"Maria",1960.0,"NJ"
"Carolyn",1960.0,"NJ"
"Diana",1960.0,"NJ"
"Tracy",1960.0,"NJ"
"Terry",1960.0,"NJ"
"Lauren",1960.0,"NJ"
"Sally",1960.0,"NJ"
"Doris",1960.0,"NJ"
"Janine",1960.0,"NJ"
"Marjorie",1960.0,"NJ"
"Florence",1960.0,"NJ"
"Edith",1960.0,"NJ"
"Lee",1960.0,"NJ"
"Nora",1960.0,"NJ"
"Jayne",1960.0,"NJ"
"Elisa",1960.0,"NJ"
"Randi",1960.0,"NJ"
"Marian",1960.0,"NJ"
"Dianna",1960.0,"NJ"
"Judi",1960.0,"NJ"
"Leigh",1960.0,"NJ"
"Marisa",1960.0,"NJ"
"Gabrielle",1960.0,"NJ"
"Desiree",1960.0,"NJ"
"Candy",1960.0,"NJ"
"Megan",1960.0,"NJ"
"Caryn",1960.0,"NJ"
"Siobhan",1960.0,"NJ"
"Kimberlee",1960.0,"NJ"
"Johanna",1960.0,"NJ"
"Molly",1960.0,"NJ"
"Krista",1960.0,"NJ"
"Kristen",1960.0,"NJ"
